cid,pid,rank
c1701,p240,7
c1701,p572,8
c1701,p32,9
c1701,p1516,10
c1701,p807,11
c1701,p1016,12
c1701,p21,13
c1701,p70,14
c1701,p71,15
c1701,p1019,16
c1701,p3389,17
c1701,p693,18
c1701,p1320,19
c1701,p877,20
c1702,p325,1
c1702,p603,2
c1702,p17,3
c1702,p319,4
c1702,p2640,5
c1702,p1038,6
c1702,p502,7
c1702,p3077,8
c1702,p572,9
c1702,p3027,10
c1702,p503,11
c1702,p3428,12
c1702,p2975,13
c1702,p100,14
c1702,p326,15
c1702,p70,16
c1702,p327,17
c1702,p134,18
c1702,p829,19
c1702,p20,20
c1703,p1146,1
c1703,p876,2
c1703,p874,3
c1703,p435,4
c1703,p602,5
c1703,p91,6
c1703,p287,7
c1703,p66,8
c1703,p2056,9
c1703,p166,10
c1703,p878,11
c1703,p385,12
c1703,p1294,13
c1703,p224,14
c1703,p0,15
c1703,p286,16
c1703,p600,17
c1703,p208,18
c1703,p1079,19
c1703,p1159,20
c1704,p38,1
c1704,p2806,2
c1704,p124,3
c1704,p1019,4
c1704,p189,5
c1704,p688,6
c1704,p604,7
c1704,p507,8
c1704,p263,9
c1704,p2988,10
c1704,p392,11
c1704,p382,12
c1704,p242,13
c1704,p3007,14
c1704,p55,15
c1704,p66,16
c1704,p177,17
c1704,p3728,18
c1704,p1222,19
c1704,p241,20
c1705,p580,1
c1705,p572,2
c1705,p463,3
c1705,p370,4
c1705,p263,5
c1705,p280,6
c1705,p2638,7
c1705,p70,8
c1705,p569,9
c1705,p2583,10
c1705,p1065,11
c1705,p3151,12
c1705,p3325,13
c1705,p925,14
c1705,p2787,15
c1705,p3056,16
c1705,p3058,17
c1705,p372,18
c1705,p3264,19
c1705,p218,20
c1706,p69,1
c1706,p268,2
c1706,p71,3
c1706,p2640,4
c1706,p3332,5
c1706,p3330,6
c1706,p2058,7
c1706,p363,8
c1706,p21,9
c1706,p990,10
c1706,p2975,11
c1706,p3176,12
c1706,p153,13
c1706,p576,14
c1706,p239,15
c1706,p464,16
c1706,p1171,17
c1706,p3141,18
c1706,p429,19
c1706,p266,20
c1708,p2962,1
c1708,p3463,2
c1708,p319,3
c1708,p2897,4
c1708,p604,5
c1708,p469,6
c1708,p1436,7
c1708,p3525,8
c1708,p211,9
c1708,p17,10
c1708,p9,11
c1708,p1457,12
c1708,p650,13
c1708,p54,14
c1708,p55,15
c1708,p3082,16
c1708,p150,17
c1708,p2808,18
c1708,p3056,19
c1708,p1078,20
c1709,p363,1
c1709,p362,2
c1709,p21,3
c1709,p66,4
c1709,p2313,5
c1709,p2987,6
c1709,p3133,7
c1709,p268,8
c1709,p3140,9
c1709,p1311,10
c1709,p94,11
c1709,p3141,12
c1709,p429,13
c1709,p344,14
c1709,p576,15
c1709,p3164,16
c1709,p185,17
c1709,p553,18
c1709,p180,19
c1709,p967,20
c171,p780,1
c171,p1124,2
c171,p688,3
c171,p1773,4
c171,p1012,5
c171,p190,6
c171,p371,7
c171,p387,8
c171,p100,9
c171,p2647,10
c171,p428,11
c171,p1906,12
c171,p70,13
c171,p45,14
c171,p2654,15
c171,p21,16
c171,p400,17
c171,p1497,18
c171,p224,19
c171,p69,20
c1710,p358,1
c1710,p428,2
c1710,p1862,3
c1710,p698,4
c1710,p649,5
c1710,p3212,6
c1710,p71,7
c1710,p3013,8
c1710,p3012,9
c1710,p1185,10
c1710,p490,11
c1710,p3016,12
c1710,p3015,13
c1710,p82,14
c1710,p131,15
c1710,p77,16
c1710,p337,17
c1710,p494,18
c1710,p1171,19
c1710,p18,20
c1712,p1027,1
c1712,p360,2
c1712,p1016,3
c1712,p169,4
c1712,p131,5
c1712,p80,6
c1712,p241,7
c1712,p2988,8
c1712,p1642,9
c1712,p2865,10
c1712,p62,11
c1712,p1296,12
c1712,p182,13
c1712,p71,14
c1712,p2866,15
c1712,p266,16
c1712,p242,17
c1712,p632,18
c1712,p269,19
c1712,p429,20
c1713,p2865,1
c1713,p3698,2
c1713,p632,3
c1713,p2668,4
c1713,p631,5
c1713,p271,6
c1713,p75,7
c1713,p124,8
c1713,p2869,9
c1713,p3188,10
c1713,p60,11
c1713,p66,12
c1713,p0,13
c1713,p863,14
c1713,p508,15
c1713,p171,16
c1713,p2685,17
c1713,p77,18
c1713,p3697,19
c1713,p3192,20
c1714,p1725,1
c1714,p903,2
c1714,p1271,3
c1714,p1066,4
c1714,p1195,5
c1714,p134,6
c1714,p0,7
c1714,p2244,8
c1714,p160,9
c1714,p1555,10
c1714,p1272,11
c1714,p1434,12
c1714,p21,13
c1714,p2787,14
c1714,p1215,15
c1714,p128,16
c1714,p2217,17
c1714,p2240,18
c1714,p1472,19
c1714,p349,20
c1715,p318,1
c1715,p3078,2
c1715,p21,3
c1715,p340,4
c1715,p3687,5
c1715,p3159,6
c1715,p144,7
c1715,p2057,8
c1715,p94,9
c1715,p356,10
c1715,p3082,11
c1715,p131,12
c1715,p2949,13
c1715,p484,14
c1715,p736,15
c1715,p373,16
c1715,p716,17
c1715,p502,18
c1715,p12,19
c1715,p579,20
c1716,p156,1
c1716,p991,2
c1716,p4,3
c1716,p288,4
c1716,p1436,5
c1716,p195,6
c1716,p2925,7
c1716,p178,8
c1716,p3336,9
c1716,p322,10
c1716,p2853,11
c1716,p659,12
c1716,p580,13
c1716,p150,14
c1716,p3149,15
c1716,p604,16
c1716,p2852,17
c1716,p789,18
c1716,p572,19
c1716,p159,20
c1717,p3177,1
c1717,p109,2
c1717,p3136,3
c1717,p916,4
c1717,p3155,5
c1717,p312,6
c1717,p3179,7
c1717,p20,8
c1717,p428,9
c1717,p17,10
c1717,p319,11
c1717,p3178,12
c1717,p3229,13
c1717,p2640,14
c1717,p78,15
c1717,p177,16
c1717,p294,17
c1717,p3383,18
c1717,p189,19
c1717,p1219,20
c1718,p372,1
c1718,p67,2
c1718,p360,3
c1718,p104,4
c1718,p1165,5
c1718,p35,6
c1718,p1260,7
c1718,p1119,8
c1718,p39,9
c1718,p527,10
c1718,p2852,11
c1718,p2058,12
c1718,p68,13
c1718,p2583,14
c1718,p149,15
c1718,p243,16
c1718,p2057,17
c1718,p2853,18
c1718,p924,19
c1718,p1777,20
c172,p218,1
c172,p416,2
c172,p1498,3
c172,p659,4
c172,p2975,5
c172,p1320,6
c172,p782,7
c172,p1080,8
c172,p52,9
c172,p1077,10
c172,p243,11
c172,p429,12
c172,p1081,13
c172,p28,14
c172,p502,15
c172,p180,16
c172,p89,17
c172,p1868,18
c172,p785,19
c172,p997,20
c1721,p2668,1
c1721,p787,2
c1721,p3339,3
c1721,p1016,4
c1721,p3336,5
c1721,p182,6
c1721,p2669,7
c1721,p508,8
c1721,p3440,9
c1721,p2661,10
c1721,p62,11
c1721,p3390,12
c1721,p634,13
c1721,p1294,14
c1721,p268,15
c1721,p1034,16
c1721,p63,17
c1721,p359,18
c1721,p66,19
c1721,p241,20
c1722,p281,1
c1722,p623,2
c1722,p43,3
c1722,p401,4
c1722,p376,5
c1722,p1853,6
c1722,p869,7
c1722,p3017,8
c1722,p3170,9
c1722,p2648,10
c1722,p490,11
c1722,p175,12
c1722,p356,13
c1722,p3007,14
c1722,p12,15
c1722,p603,16
c1722,p484,17
c1722,p396,18
c1722,p350,19
c1722,p276,20
c1723,p76,1
c1723,p59,2
c1723,p119,3
c1723,p3389,4
c1723,p2866,5
c1723,p80,6
c1723,p270,7
c1723,p507,8
c1723,p122,9
c1723,p60,10
c1723,p3155,11
c1723,p240,12
c1723,p2685,13
c1723,p508,14
c1723,p241,15
c1723,p3192,16
c1723,p1034,17
c1723,p66,18
c1723,p1776,19
c1723,p3233,20
c1724,p3015,1
c1724,p3012,2
c1724,p2969,3
c1724,p490,4
c1724,p3013,5
c1724,p502,6
c1724,p3016,7
c1724,p815,8
c1724,p1126,9
c1724,p1501,10
c1724,p501,11
c1724,p3017,12
c1724,p18,13
c1724,p584,14
c1724,p3142,15
c1724,p21,16
c1724,p26,17
c1724,p2808,18
c1724,p1023,19
c1724,p131,20
c1725,p2636,1
c1725,p301,2
c1725,p400,3
c1725,p674,4
c1725,p177,5
c1725,p1119,6
c1725,p45,7
c1725,p1383,8
c1725,p1038,9
c1725,p2456,10
c1725,p2450,11
c1725,p3697,12
c1725,p580,13
c1725,p87,14
c1725,p624,15
c1725,p161,16
c1725,p66,17
c1725,p156,18
c1725,p3149,19
c1725,p839,20
c1727,p359,1
c1727,p315,2
c1727,p319,3
c1727,p270,4
c1727,p357,5
c1727,p316,6
c1727,p2806,7
c1727,p428,8
c1727,p3150,9
c1727,p1853,10
c1727,p490,11
c1727,p371,12
c1727,p78,13
c1727,p759,14
c1727,p2313,15
c1727,p3558,16
c1727,p295,17
c1727,p988,18
c1727,p437,19
c1727,p46,20
c1728,p195,1
c1728,p0,2
c1728,p282,3
c1728,p58,4
c1728,p1219,5
c1728,p131,6
c1728,p75,7
c1728,p3155,8
c1728,p46,9
c1728,p269,10
c1728,p193,11
c1728,p349,12
c1728,p287,13
c1728,p863,14
c1728,p3389,15
c1728,p2685,16
c1728,p3314,17
c1728,p318,18
c1728,p3531,19
c1728,p60,20
c1729,p9,1
c1729,p319,2
c1729,p78,3
c1729,p131,4
c1729,p720,5
c1729,p385,6
c1729,p1219,7
c1729,p39,8
c1729,p266,9
c1729,p21,10
c1729,p241,11
c1729,p280,12
c1729,p712,13
c1729,p271,14
c1729,p32,15
c1729,p1016,16
c1729,p150,17
c1729,p66,18
c1729,p77,19
c1729,p1025,20
c173,p2869,1
c173,p153,2
c173,p822,3
c173,p3231,4
c173,p1244,5
c173,p37,6
c173,p807,7
c173,p553,8
c173,p3019,9
c173,p1219,10
c173,p2313,11
c173,p175,12
c173,p30,13
c173,p932,14
c173,p2649,15
c173,p278,16
c173,p774,17
c173,p788,18
c173,p1861,19
c173,p1056,20
c1730,p1078,1
c1730,p180,2
c1730,p3159,3
c1730,p28,4
c1730,p3486,5
c1730,p1498,6
c1730,p3389,7
c1730,p221,8
c1730,p36,9
c1730,p54,10
c1730,p38,11
c1730,p55,12
c1730,p58,13
c1730,p3,14
c1730,p1081,15
c1730,p2647,16
c1730,p0,17
c1730,p2975,18
c1730,p573,19
c1730,p240,20
c1731,p69,1
c1731,p3383,2
c1731,p2640,3
c1731,p57,4
c1731,p3007,5
c1731,p580,6
c1731,p3006,7
c1731,p3156,8
c1731,p337,9
c1731,p579,10
c1731,p311,11
c1731,p3302,12
c1731,p3298,13
c1731,p240,14
c1731,p3,15
c1731,p11,16
c1731,p192,17
c1731,p263,18
c1731,p972,19
c1731,p3176,20
c1732,p305,1
c1732,p71,2
c1732,p678,3
c1732,p387,4
c1732,p1307,5
c1732,p688,6
c1732,p3155,7
c1732,p21,8
c1732,p3324,9
c1732,p1909,10
c1732,p0,11
c1732,p3401,12
c1732,p3472,13
c1732,p677,14
c1732,p280,15
c1732,p2640,16
c1732,p1219,17
c1732,p2975,18
c1732,p1862,19
c1732,p692,20
c1733,p3155,1
c1733,p282,2
c1733,p3465,3
c1733,p1038,4
c1733,p3183,5
c1733,p3462,6
c1733,p3081,7
c1733,p287,8
c1733,p2975,9
c1733,p2058,10
c1733,p3151,11
c1733,p344,12
c1733,p17,13
c1733,p1081,14
c1733,p3140,15
c1733,p55,16
c1733,p3643,17
c1733,p1974,18
c1733,p3161,19
c1733,p1110,20
c1734,p634,1
c1734,p80,2
c1734,p3077,3
c1734,p3389,4
c1734,p1038,5
c1734,p54,6
c1734,p286,7
c1734,p124,8
c1734,p46,9
c1734,p2987,10
c1734,p76,11
c1734,p25,12
c1734,p2865,13
c1734,p20,14
c1734,p267,15
c1734,p1658,16
c1734,p1573,17
c1734,p18,18
c1734,p428,19
c1734,p1296,20
c1735,p1252,1
c1735,p3017,2
c1735,p3299,3
c1735,p452,4
c1735,p3526,5
c1735,p344,6
c1735,p3332,7
c1735,p3390,8
c1735,p3013,9
c1735,p77,10
c1735,p3325,11
c1735,p3014,12
c1735,p122,13
c1735,p3466,14
c1735,p852,15
c1735,p3474,16
c1735,p3016,17
c1735,p280,18
c1735,p1181,19
c1735,p842,20
c1736,p557,1
c1736,p980,2
c1736,p778,3
c1736,p2313,4
c1736,p190,5
c1736,p1097,6
c1736,p734,7
c1736,p131,8
c1736,p3684,9
c1736,p1096,10
c1736,p240,11
c1736,p39,12
c1736,p1853,13
c1736,p558,14
c1736,p868,15
c1736,p151,16
c1736,p3447,17
c1736,p277,18
c1736,p276,19
c1736,p3690,20
c1737,p267,1
c1737,p774,2
c1737,p273,3
c1737,p71,4
c1737,p396,5
c1737,p240,6
c1737,p263,7
c1737,p318,8
c1737,p43,9
c1737,p496,10
c1737,p912,11
c1737,p319,12
c1737,p716,13
c1737,p280,14
c1737,p562,15
c1737,p276,16
c1737,p264,17
c1737,p77,18
c1737,p2975,19
c1737,p46,20
c1739,p671,1
c1739,p66,2
c1739,p2988,3
c1739,p1373,4
c1739,p175,5
c1739,p295,6
c1739,p474,7
c1739,p185,8
c1739,p3531,9
c1739,p877,10
c1739,p1086,11
c1739,p865,12
c1739,p27,13
c1739,p271,14
c1739,p77,15
c1739,p3390,16
c1739,p3697,17
c1739,p349,18
c1739,p2866,19
c1739,p769,20
c174,p3229,1
c174,p54,2
c174,p2916,3
c174,p2894,4
c174,p76,5
c174,p525,6
c174,p289,7
c174,p1470,8
c174,p1066,9
c174,p150,10
c174,p251,11
c174,p321,12
c174,p77,13
c174,p1113,14
c174,p403,15
c174,p356,16
c174,p1169,17
c174,p1041,18
c174,p3136,19
c174,p1185,20
c1742,p812,1
c1742,p3383,2
c1742,p463,3
c1742,p2057,4
c1742,p173,5
c1742,p1097,6
c1742,p1853,7
c1742,p808,8
c1742,p349,9
c1742,p180,10
c1742,p0,11
c1742,p46,12
c1742,p131,13
c1742,p809,14
c1742,p315,15
c1742,p3147,16
c1742,p3151,17
c1742,p3401,18
c1742,p1307,19
c1742,p811,20
c1743,p3078,1
c1743,p276,2
c1743,p1019,3
c1743,p580,4
c1743,p2864,5
c1743,p124,6
c1743,p59,7
c1743,p3140,8
c1743,p357,9
c1743,p631,10
c1743,p2869,11
c1743,p69,12
c1743,p1016,13
c1743,p2640,14
c1743,p1219,15
c1743,p170,16
c1743,p634,17
c1743,p492,18
c1743,p1758,19
c1743,p3179,20
c1746,p2645,1
c1746,p2642,2
c1746,p2641,3
c1746,p2654,4
c1746,p1079,5
c1746,p486,6
c1746,p1642,7
c1746,p3297,8
c1746,p813,9
c1746,p2657,10
c1746,p535,11
c1746,p583,12
c1746,p1252,13
c1746,p0,14
c1746,p3,15
c1746,p1631,16
c1746,p580,17
c1746,p448,18
c1746,p228,19
c1746,p719,20
c1747,p337,1
c1747,p267,2
c1747,p153,3
c1747,p77,4
c1747,p69,5
c1747,p474,6
c1747,p70,7
c1747,p264,8
c1747,p631,9
c1747,p124,10
c1747,p572,11
c1747,p422,12
c1747,p3140,13
c1747,p3164,14
c1747,p84,15
c1747,p1812,16
c1747,p3204,17
c1747,p553,18
c1747,p33,19
c1747,p2313,20
c1749,p0,1
c1749,p131,2
c1749,p78,3
c1749,p2806,4
c1749,p2640,5
c1749,p428,6
c1749,p382,7
c1749,p868,8
c1749,p2668,9
c1749,p448,10
c1749,p35,11
c1749,p305,12
c1749,p2705,13
c1749,p240,14
c1749,p558,15
c1749,p301,16
c1749,p170,17
c1749,p604,18
c1749,p276,19
c1749,p1348,20
c175,p2865,1
c175,p2866,2
c175,p2987,3
c175,p507,4
c175,p2988,5
c175,p66,6
c175,p1721,7
c175,p2986,8
c175,p2869,9
c175,p3332,10
c175,p3728,11
c175,p153,12
c175,p3192,13
c175,p3697,14
c175,p451,15
c175,p350,16
c175,p119,17
c175,p3390,18
c175,p2685,19
c175,p1016,20
c1750,p70,1
c1750,p131,2
c1750,p55,3
c1750,p340,4
c1750,p2988,5
c1750,p124,6
c1750,p209,7
c1750,p150,8
c1750,p2987,9
c1750,p1909,10
c1750,p287,11
c1750,p3155,12
c1750,p1171,13
c1750,p455,14
c1750,p17,15
c1750,p474,16
c1750,p428,17
c1750,p422,18
c1750,p2911,19
c1750,p817,20
c1751,p2058,1
c1751,p3140,2
c1751,p318,3
c1751,p319,4
c1751,p224,5
c1751,p312,6
c1751,p2975,7
c1751,p2640,8
c1751,p881,9
c1751,p124,10
c1751,p2057,11
c1751,p1777,12
c1751,p428,13
c1751,p503,14
c1751,p117,15
c1751,p2987,16
c1751,p857,17
c1751,p1342,18
c1751,p797,19
c1751,p344,20
c1752,p3014,1
c1752,p3012,2
c1752,p3015,3
c1752,p3016,4
c1752,p3017,5
c1752,p1862,6
c1752,p3155,7
c1752,p3013,8
c1752,p3056,9
c1752,p1119,10
c1752,p1886,11
c1752,p199,12
c1752,p21,13
c1752,p3057,14
c1752,p2987,15
c1752,p2640,16
c1752,p604,17
c1752,p186,18
c1752,p2868,19
c1752,p2313,20
c1753,p469,1
c1753,p495,2
c1753,p988,3
c1753,p899,4
c1753,p1407,5
c1753,p2868,6
c1753,p822,7
c1753,p2703,8
c1753,p235,9
c1753,p2975,10
c1753,p3321,11
c1753,p271,12
c1753,p3229,13
c1753,p3440,14
c1753,p242,15
c1753,p1219,16
c1753,p349,17
c1753,p2668,18
c1753,p281,19
c1753,p240,20
c1754,p270,1
c1754,p271,2
c1754,p44,3
c1754,p240,4
c1754,p326,5
c1754,p2640,6
c1754,p276,7
c1754,p1244,8
c1754,p305,9
c1754,p2807,10
c1754,p869,11
c1754,p460,12
c1754,p36,13
c1754,p340,14
c1754,p291,15
c1754,p3336,16
c1754,p3170,17
c1754,p311,18
c1754,p2649,19
c1754,p335,20
c1755,p55,1
c1755,p2707,2
c1755,p54,3
c1755,p3168,4
c1755,p2902,5
c1755,p428,6
c1755,p3067,7
c1755,p1132,8
c1755,p356,9
c1755,p500,10
c1755,p1112,11
c1755,p2705,12
c1755,p134,13
c1755,p3035,14
c1755,p319,15
c1755,p1340,16
c1755,p2975,17
c1755,p3679,18
c1755,p3449,19
c1755,p580,20
c1756,p603,1
c1756,p2313,2
c1756,p324,3
c1756,p120,4
c1756,p677,5
c1756,p1357,6
c1756,p789,7
c1756,p503,8
c1756,p3428,9
c1756,p776,10
c1756,p177,11
c1756,p1436,12
c1756,p3019,13
c1756,p271,14
c1756,p948,15
c1756,p242,16
c1756,p7,17
c1756,p3371,18
c1756,p816,19
c1756,p586,20
c1757,p3155,1
c1757,p490,2
c1757,p3017,3
c1757,p1862,4
c1757,p3015,5
c1757,p3016,6
c1757,p3014,7
c1757,p3012,8
c1757,p3013,9
c1757,p428,10
c1757,p3056,11
c1757,p2954,12
c1757,p21,13
c1757,p2640,14
c1757,p179,15
c1757,p1119,16
c1757,p193,17
c1757,p2202,18
c1757,p186,19
c1757,p3,20
c1758,p259,1
c1758,p2864,2
c1758,p242,3
c1758,p241,4
c1758,p270,5
c1758,p581,6
c1758,p2868,7
c1758,p62,8
c1758,p3356,9
c1758,p3142,10
c1758,p70,11
c1758,p2640,12
c1758,p1019,13
c1758,p69,14
c1758,p122,15
c1758,p3531,16
c1758,p36,17
c1758,p38,18
c1758,p113,19
c1758,p1171,20
c1759,p418,1
c1759,p782,2
c1759,p221,3
c1759,p0,4
c1759,p380,5
c1759,p720,6
c1759,p1225,7
c1759,p58,8
c1759,p2975,9
c1759,p3019,10
c1759,p124,11
c1759,p1862,12
c1759,p115,13
c1759,p692,14
c1759,p856,15
c1759,p484,16
c1759,p3409,17
c1759,p3030,18
c1759,p2096,19
c1759,p2949,20
c176,p3013,1
c176,p3155,2
c176,p2975,3
c176,p18,4
c176,p3,5
c176,p1436,6
c176,p156,7
c176,p193,8
c176,p494,9
c176,p1041,10
c176,p1357,11
c176,p179,12
c176,p4,13
c176,p21,14
c176,p3056,15
c176,p2949,16
c176,p77,17
c176,p2969,18
c176,p0,19
c176,p186,20
c1760,p356,1
c1760,p326,2
c1760,p327,3
c1760,p908,4
c1760,p323,5
c1760,p872,6
c1760,p460,7
c1760,p310,8
c1760,p195,9
c1760,p318,10
c1760,p2716,11
c1760,p315,12
c1760,p1853,13
c1760,p2342,14
c1760,p396,15
c1760,p350,16
c1760,p319,17
c1760,p1006,18
c1760,p311,19
c1760,p2712,20
c1761,p134,1
c1761,p570,2
c1761,p177,3
c1761,p20,4
c1761,p287,5
c1761,p169,6
c1761,p170,7
c1761,p3264,8
c1761,p565,9
c1761,p2583,10
c1761,p192,11
c1761,p3302,12
c1761,p1038,13
c1761,p715,14
c1761,p1016,15
c1761,p2806,16
c1761,p1025,17
c1761,p54,18
c1761,p876,19
c1761,p2949,20
c1762,p9,1
c1762,p2975,2
c1762,p76,3
c1762,p904,4
c1762,p134,5
c1762,p1146,6
c1762,p170,7
c1762,p768,8
c1762,p3133,9
c1762,p2647,10
c1762,p3325,11
c1762,p3061,12
c1762,p3136,13
c1762,p60,14
c1762,p3082,15
c1762,p580,16
c1762,p2987,17
c1762,p2945,18
c1762,p3128,19
c1762,p2057,20
c1763,p2313,1
c1763,p16,2
c1763,p3019,3
c1763,p15,4
c1763,p282,5
c1763,p55,6
c1763,p103,7
c1763,p525,8
c1763,p1853,9
c1763,p2768,10
c1763,p162,11
c1763,p2806,12
c1763,p349,13
c1763,p693,14
c1763,p714,15
c1763,p134,16
c1763,p1617,17
c1763,p2788,18
c1763,p2717,19
c1763,p3687,20
c1764,p923,1
c1764,p520,2
c1764,p336,3
c1764,p914,4
c1764,p1223,5
c1764,p1233,6
c1764,p150,7
c1764,p558,8
c1764,p289,9
c1764,p45,10
c1764,p312,11
c1764,p586,12
c1764,p199,13
c1764,p557,14
c1764,p2057,15
c1764,p3178,16
c1764,p387,17
c1764,p580,18
c1764,p259,19
c1764,p120,20
c1765,p264,1
c1765,p1219,2
c1765,p305,3
c1765,p363,4
c1765,p27,5
c1765,p36,6
c1765,p344,7
c1765,p4,8
c1765,p162,9
c1765,p131,10
c1765,p268,11
c1765,p631,12
c1765,p604,13
c1765,p20,14
c1765,p25,15
c1765,p3150,16
c1765,p2949,17
c1765,p3083,18
c1765,p3428,19
c1765,p315,20
c1766,p428,1
c1766,p0,2
c1766,p1862,3
c1766,p18,4
c1766,p2975,5
c1766,p3017,6
c1766,p305,7
c1766,p580,8
c1766,p1863,9
c1766,p1074,10
c1766,p1088,11
c1766,p28,12
c1766,p1896,13
c1766,p131,14
c1766,p585,15
c1766,p3408,16
c1766,p34,17
c1766,p55,18
c1766,p2948,19
c1766,p714,20
c1767,p2873,1
c1767,p240,2
c1767,p3390,3
c1767,p2866,4
c1767,p507,5
c1767,p122,6
c1767,p2987,7
c1767,p124,8
c1767,p1034,9
c1767,p2988,10
c1767,p75,11
c1767,p1027,12
c1767,p2865,13
c1767,p21,14
c1767,p67,15
c1767,p76,16
c1767,p1296,17
c1767,p112,18
c1767,p508,19
c1767,p1260,20
c1768,p558,1
c1768,p12,2
c1768,p160,3
c1768,p820,4
c1768,p315,5
c1768,p1078,6
c1768,p2640,7
c1768,p310,8
c1768,p401,9
c1768,p2712,10
c1768,p159,11
c1768,p15,12
c1768,p2866,13
c1768,p903,14
c1768,p822,15
c1768,p516,16
c1768,p3321,17
c1768,p1221,18
c1768,p3007,19
c1768,p3336,20
c177,p503,1
c177,p39,2
c177,p21,3
c177,p1012,4
c177,p336,5
c177,p3151,6
c177,p820,7
c177,p371,8
c177,p2868,9
c177,p502,10
c177,p189,11
c177,p552,12
c177,p67,13
c177,p77,14
c177,p1056,15
c177,p177,16
c177,p66,17
c177,p1683,18
c177,p190,19
c177,p243,20
c1770,p3017,1
c1770,p3016,2
c1770,p2948,3
c1770,p3012,4
c1770,p1457,5
c1770,p2954,6
c1770,p1862,7
c1770,p239,8
c1770,p464,9
c1770,p1074,10
c1770,p18,11
c1770,p2975,12
c1770,p17,13
c1770,p109,14
c1770,p494,15
c1770,p1145,16
c1770,p1436,17
c1770,p580,18
c1770,p435,19
c1770,p46,20
c1772,p162,1
c1772,p16,2
c1772,p3692,3
c1772,p78,4
c1772,p160,5
c1772,p201,6
c1772,p793,7
c1772,p3019,8
c1772,p2865,9
c1772,p3321,10
c1772,p46,11
c1772,p276,12
c1772,p15,13
c1772,p2852,14
c1772,p2430,15
c1772,p150,16
c1772,p360,17
c1772,p3336,18
c1772,p1069,19
c1772,p110,20
c1773,p1056,1
c1773,p1171,2
c1773,p3160,3
c1773,p189,4
c1773,p503,5
c1773,p190,6
c1773,p816,7
c1773,p147,8
c1773,p881,9
c1773,p243,10
c1773,p502,11
c1773,p34,12
c1773,p688,13
c1773,p1311,14
c1773,p698,15
c1773,p592,16
c1773,p177,17
c1773,p382,18
c1773,p1229,19
c1773,p268,20
c1775,p2866,1
c1775,p242,2
c1775,p122,3
c1775,p2868,4
c1775,p241,5
c1775,p3531,6
c1775,p787,7
c1775,p639,8
c1775,p359,9
c1775,p2987,10
c1775,p349,11
c1775,p632,12
c1775,p66,13
c1775,p3031,14
c1775,p3698,15
c1775,p3389,16
c1775,p988,17
c1775,p67,18
c1775,p3696,19
c1775,p237,20
c1776,p1219,1
c1776,p3077,2
c1776,p839,3
c1776,p2565,4
c1776,p3078,5
c1776,p288,6
c1776,p3336,7
c1776,p9,8
c1776,p428,9
c1776,p868,10
c1776,p3014,11
c1776,p221,12
c1776,p177,13
c1776,p1436,14
c1776,p3203,15
c1776,p444,16
c1776,p301,17
c1776,p69,18
c1776,p340,19
c1776,p3176,20
c1778,p863,1
c1778,p60,2
c1778,p2987,3
c1778,p2988,4
c1778,p75,5
c1778,p119,6
c1778,p66,7
c1778,p508,8
c1778,p871,9
c1778,p633,10
c1778,p242,11
c1778,p112,12
c1778,p2668,13
c1778,p632,14
c1778,p240,15
c1778,p907,16
c1778,p122,17
c1778,p1294,18
c1778,p2975,19
c1778,p2866,20
c1779,p504,1
c1779,p1974,2
c1779,p3289,3
c1779,p3077,4
c1779,p998,5
c1779,p264,6
c1779,p20,7
c1779,p1853,8
c1779,p474,9
c1779,p9,10
c1779,p2685,11
c1779,p360,12
c1779,p134,13
c1779,p789,14
c1779,p287,15
c1779,p428,16
c1779,p3078,17
c1779,p285,18
c1779,p66,19
c1779,p288,20
c178,p1159,1
c178,p580,2
c178,p484,3
c178,p1017,4
c178,p2948,5
c178,p17,6
c178,p46,7
c178,p9,8
c178,p18,9
c178,p877,10
c178,p1219,11
c178,p3016,12
c178,p3014,13
c178,p3012,14
c178,p16,15
c178,p25,16
c178,p1436,17
c178,p109,18
c178,p494,19
c178,p2954,20
c1780,p3267,1
c1780,p455,2
c1780,p3183,3
c1780,p3145,4
c1780,p3032,5
c1780,p283,6
c1780,p2903,7
c1780,p3468,8
c1780,p3019,9
c1780,p3030,10
c1780,p177,11
c1780,p2975,12
c1780,p3168,13
c1780,p604,14
c1780,p9,15
c1780,p446,16
c1780,p759,17
c1780,p3605,18
c1780,p3514,19
c1780,p134,20
c1781,p21,1
c1781,p2058,2
c1781,p580,3
c1781,p1159,4
c1781,p78,5
c1781,p27,6
c1781,p181,7
c1781,p104,8
c1781,p55,9
c1781,p2640,10
c1781,p3065,11
c1781,p664,12
c1781,p654,13
c1781,p54,14
c1781,p20,15
c1781,p1126,16
c1781,p3299,17
c1781,p224,18
c1781,p676,19
c1781,p1320,20
c1782,p55,1
c1782,p389,2
c1782,p1296,3
c1782,p2788,4
c1782,p66,5
c1782,p631,6
c1782,p124,7
c1782,p2949,8
c1782,p2668,9
c1782,p1079,10
c1782,p2975,11
c1782,p876,12
c1782,p54,13
c1782,p2057,14
c1782,p580,15
c1782,p62,16
c1782,p267,17
c1782,p871,18
c1782,p1010,19
c1782,p286,20
c1783,p907,1
c1783,p287,2
c1783,p2985,3
c1783,p2865,4
c1783,p119,5
c1783,p337,6
c1783,p1207,7
c1783,p192,8
c1783,p109,9
c1783,p2949,10
