cid,pid,quantity
c244,p3383,1
c244,p2640,1
c244,p160,1
c244,p2057,1
c244,p33,1
c244,p1853,1
c244,p3336,1
c244,p1145,1
c244,p3176,1
c245,p752,2
c245,p432,1
c245,p736,1
c245,p28,1
c245,p129,1
c245,p9,1
c245,p986,2
c245,p774,1
c245,p1245,1
c245,p231,1
c245,p1531,1
c245,p1523,2
c245,p2705,1
c245,p385,1
c245,p473,2
c245,p2949,1
c245,p20,1
c245,p249,1
c245,p494,1
c245,p838,1
c245,p1175,1
c245,p222,3
c245,p243,1
c245,p182,1
c245,p7,1
c245,p492,1
c245,p1176,1
c245,p2411,1
c245,p374,1
c245,p1418,1
c245,p520,1
c245,p1252,2
c245,p583,1
c245,p1244,1
c245,p10,1
c245,p11,1
c245,p972,1
c245,p581,1
c245,p580,1
c245,p424,2
c245,p235,1
c245,p831,1
c245,p324,4
c245,p754,1
c245,p409,1
c245,p379,1
c245,p1528,1
c245,p1527,1
c245,p2928,1
c245,p1533,1
c245,p1072,1
c245,p868,1
c245,p1070,1
c245,p2641,1
c245,p2647,1
c245,p2642,1
c245,p2643,1
c245,p2653,2
c245,p2704,1
c245,p3203,1
c245,p32,1
c245,p403,1
c246,p9,6
c246,p1542,1
c246,p550,1
c246,p3576,2
c246,p361,1
c246,p472,2
c246,p392,2
c246,p1112,1
c246,p1931,1
c246,p3216,1
c246,p3217,1
c246,p3211,1
c246,p3283,1
c246,p1113,1
c246,p7,2
c246,p2341,1
c246,p128,2
c246,p284,2
c246,p1340,2
c246,p134,1
c246,p917,8
c246,p2913,2
c246,p3391,1
c246,p2924,1
c246,p2916,1
c246,p3652,1
c246,p3183,1
c246,p270,1
c246,p241,1
c246,p3648,1
c246,p1289,1
c246,p467,6
c246,p1185,5
c246,p1206,1
c246,p816,1
c246,p698,1
c246,p428,1
c246,p831,1
c246,p338,1
c246,p3035,1
c246,p3385,1
c246,p3136,2
c246,p3179,2
c246,p3177,2
c246,p3178,2
c246,p1543,1
c246,p3653,2
c246,p3168,1
c246,p3691,1
c246,p1123,1
c246,p1332,1
c246,p1223,1
c246,p0,14
c246,p916,2
c246,p82,1
c246,p1470,1
c246,p1239,1
c246,p55,3
c246,p714,1
c246,p54,4
c246,p715,1
c246,p716,1
c246,p403,1
c247,p1779,1
c247,p1106,1
c247,p3186,1
c247,p930,1
c247,p928,1
c247,p1078,1
c247,p90,2
c247,p3077,1
c247,p91,1
c247,p3777,1
c247,p635,1
c247,p272,1
c247,p344,5
c247,p134,1
c247,p3408,1
c247,p3389,2
c247,p3183,2
c247,p2866,1
c247,p270,1
c247,p66,1
c247,p269,2
c247,p3390,1
c247,p2145,1
c247,p1226,2
c247,p3624,1
c247,p604,2
c247,p288,1
c247,p583,1
c247,p1219,4
c247,p871,1
c247,p932,1
c247,p692,2
c247,p1080,3
c247,p581,1
c247,p580,4
c247,p579,4
c247,p1028,2
c247,p747,1
c247,p865,1
c247,p461,1
c247,p1010,1
c247,p1294,1
c247,p1886,1
c247,p1119,1
c247,p925,1
c247,p3198,1
c247,p428,1
c247,p100,1
c247,p1207,1
c247,p881,1
c247,p2058,2
c247,p3155,1
c247,p1171,1
c247,p208,1
c247,p207,1
c247,p1497,1
c247,p3383,1
c247,p2056,2
c247,p2057,3
c247,p3151,1
c247,p874,4
c247,p855,4
c247,p3168,2
c247,p2975,3
c247,p3401,1
c247,p648,1
c247,p668,2
c247,p96,1
c247,p780,1
c247,p1123,5
c247,p876,2
c247,p248,1
c247,p1470,1
c247,p348,1
c247,p1125,2
c247,p953,1
c248,p3510,1
c248,p496,2
c248,p793,2
c248,p3508,1
c248,p796,1
c248,p2178,2
c248,p1375,1
c248,p542,1
c248,p3161,1
c248,p2787,3
c248,p931,1
c248,p1060,3
c248,p1106,2
c248,p307,1
c248,p1108,1
c248,p2207,2
c248,p3304,1
c248,p2083,2
c248,p2864,1
c248,p319,1
c248,p318,1
c248,p1896,2
c248,p3157,1
c248,p20,1
c248,p286,1
c248,p1974,1
c248,p1467,2
c248,p1468,2
c248,p1987,2
c248,p585,1
c248,p2244,2
c248,p2243,2
c248,p1986,2
c248,p382,1
c248,p350,1
c248,p310,1
c248,p321,1
c248,p1066,1
c248,p2760,3
c248,p436,1
c248,p3299,1
c248,p973,2
c248,p849,1
c248,p306,1
c248,p1351,1
c248,p3474,1
c248,p503,3
c248,p148,4
c248,p147,4
c248,p77,5
c248,p21,1
c248,p3229,1
c248,p2865,1
c248,p2987,2
c248,p59,2
c248,p76,1
c248,p124,2
c248,p631,1
c248,p507,3
c248,p3484,1
c248,p271,2
c248,p2866,1
c248,p2985,1
c248,p242,1
c248,p66,2
c248,p3390,1
c248,p241,2
c248,p959,1
c248,p1159,1
c248,p1029,3
c248,p1061,1
c248,p1471,2
c248,p298,1
c248,p3472,2
c248,p357,4
c248,p3459,2
c248,p570,6
c248,p355,6
c248,p185,11
c248,p563,4
c248,p567,5
c248,p3481,4
c248,p562,7
c248,p463,2
c248,p936,1
c248,p934,1
c248,p935,1
c248,p177,4
c248,p266,2
c248,p94,1
c248,p3046,1
c248,p3023,1
c248,p3030,1
c248,p3048,1
c248,p347,2
c248,p1810,1
c248,p1546,3
c248,p1545,5
c248,p1800,4
c248,p1224,1
c248,p932,2
c248,p309,2
c248,p942,1
c248,p1024,2
c248,p1208,2
c248,p295,1
c248,p370,1
c248,p372,1
c248,p3184,1
c248,p45,9
c248,p444,1
c248,p1806,1
c248,p581,1
c248,p579,3
c248,p112,2
c248,p502,3
c248,p2324,3
c248,p756,3
c248,p1801,1
c248,p850,1
c248,p592,3
c248,p1016,1
c248,p747,4
c248,p186,2
c248,p1010,1
c248,p1294,4
c248,p308,3
c248,p1027,1
c248,p1886,1
c248,p313,5
c248,p569,4
c248,p39,1
c248,p3198,1
c248,p2489,1
c248,p100,1
c248,p941,1
c248,p1656,1
c248,p303,1
c248,p304,1
c248,p34,4
c248,p195,1
c248,p3536,1
c248,p3533,1
c248,p3532,1
c248,p2583,2
c248,p3326,1
c248,p3330,2
c248,p3332,2
c248,p2058,1
c248,p2087,1
c248,p3141,1
c248,p967,1
c248,p3149,1
c248,p1194,1
c248,p2056,1
c248,p3325,1
c248,p2057,1
c248,p3324,1
c248,p3133,2
c248,p3140,2
c248,p1311,1
c248,p294,1
c248,p1229,1
c248,p3151,1
c248,p33,1
c248,p153,3
c248,p874,1
c248,p1648,1
c248,p1877,1
c248,p2384,1
c248,p1309,1
c248,p2469,2
c248,p2468,2
c248,p154,2
c248,p65,2
c248,p151,4
c248,p30,3
c248,p1296,2
c248,p1642,1
c248,p113,1
c248,p1853,1
c248,p175,1
c248,p1109,1
c248,p3558,2
c248,p3535,1
c248,p1034,2
c248,p3517,1
c248,p3398,2
c248,p3353,2
c248,p2430,2
c249,p793,2
c249,p495,11
c249,p469,1
c249,p229,1
c249,p900,9
c249,p459,3
c249,p307,5
c249,p770,1
c249,p1369,1
c249,p1130,8
c249,p760,5
c249,p86,4
c249,p284,1
c249,p936,10
c249,p607,4
c249,p878,24
c249,p435,2
c249,p1017,14
c249,p94,6
c249,p782,10
c249,p899,9
c249,p458,3
c249,p942,12
c249,p414,3
c249,p850,16
c249,p308,5
c249,p941,20
c249,p999,8
c249,p294,5
c249,p153,25
c249,p1657,2
c249,p65,20
c249,p933,3
c249,p876,6
c249,p821,2
c249,p820,2
c249,p898,13
c249,p877,8
c250,p3449,1
c250,p9,7
c250,p1658,1
c250,p287,1
c250,p863,2
c250,p1075,2
c250,p1105,1
c250,p1074,1
c250,p494,1
c250,p1104,1
c250,p1086,4
c250,p1041,4
c250,p134,1
c250,p17,5
c250,p60,1
c250,p2865,1
c250,p2867,1
c250,p3698,2
c250,p2986,1
c250,p59,2
c250,p76,1
c250,p124,1
c250,p631,4
c250,p634,1
c250,p80,1
c250,p1111,2
c250,p1185,7
c250,p1548,12
c250,p668,2
c250,p531,4
c250,p0,4
c250,p659,16
c250,p53,2
c250,p1145,1
c250,p55,10
c250,p54,9
c250,p525,1
c250,p1617,1
c251,p975,3
c251,p1441,3
c251,p71,4
c251,p180,1
c251,p181,1
c251,p26,1
c251,p27,1
c251,p1025,3
c251,p1196,4
c251,p501,1
c251,p143,1
c251,p497,1
c251,p677,3
c251,p948,1
c251,p678,1
c251,p792,2
c251,p1330,2
c251,p509,1
c251,p526,5
c251,p527,1
c251,p193,1
c251,p37,3
c251,p3065,1
c251,p1457,1
c251,p1110,3
c251,p172,1
c251,p1976,1
c251,p305,3
c251,p1304,1
c251,p602,1
c251,p819,2
c251,p585,1
c251,p757,1
c251,p1075,1
c251,p1074,2
c251,p1892,2
c251,p546,2
c251,p719,1
c251,p586,1
c251,p1451,1
c251,p416,1
c251,p838,1
c251,p132,2
c251,p130,2
c251,p3078,2
c251,p3077,2
c251,p573,1
c251,p904,1
c251,p3062,2
c251,p418,2
c251,p490,3
c251,p182,2
c251,p170,1
c251,p171,1
c251,p169,2
c251,p7,1
c251,p635,4
c251,p399,2
c251,p251,2
c251,p344,1
c251,p768,1
c251,p57,1
c251,p395,2
c251,p1057,2
c251,p144,1
c251,p115,2
c251,p503,1
c251,p763,1
c251,p837,1
c251,p2815,4
c251,p145,2
c251,p2916,1
c251,p152,2
c251,p18,1
c251,p289,2
c251,p270,1
c251,p2985,1
c251,p2668,1
c251,p36,3
c251,p944,2
c251,p44,4
c251,p3271,1
c251,p1391,2
c251,p1252,4
c251,p2808,2
c251,p70,2
c251,p623,2
c251,p1219,1
c251,p1224,1
c251,p1146,1
c251,p166,1
c251,p2474,1
c251,p1862,3
c251,p3184,5
c251,p1550,1
c251,p856,1
c251,p58,2
c251,p502,2
c251,p2976,3
c251,p2969,1
c251,p428,2
c251,p3012,2
c251,p3013,2
c251,p2948,1
c251,p3016,2
c251,p3015,1
c251,p3017,1
c251,p2977,2
c251,p2954,2
c251,p3014,1
c251,p484,4
c251,p224,2
c251,p3326,1
c251,p3155,2
c251,p3141,1
c251,p1171,1
c251,p2813,2
c251,p2831,2
c251,p2814,2
c251,p2812,2
c251,p1000,1
c251,p3140,2
c251,p294,1
c251,p153,2
c251,p1181,2
c251,p285,1
c251,p283,1
c251,p146,3
c251,p2911,1
c251,p151,8
c251,p775,1
c251,p35,1
c251,p391,1
c251,p2326,2
c251,p96,2
c251,p876,2
c251,p219,1
c251,p868,2
c251,p2641,2
c251,p2647,2
c251,p2645,4
c251,p2656,2
c251,p2654,2
c251,p175,1
c251,p206,1
c251,p1237,2
c251,p1223,1
c251,p1588,1
c251,p0,2
c251,p1,2
c251,p701,1
c251,p343,1
c251,p659,1
c251,p54,1
c251,p3147,2
c251,p2034,2
c251,p990,2
c251,p2925,2
c251,p98,2
c253,p265,2
c253,p116,1
c253,p797,1
c253,p1557,1
c253,p315,1
c253,p363,1
c253,p71,1
c253,p268,1
c253,p1170,1
c253,p239,1
c253,p1777,1
c253,p774,1
c253,p297,1
c253,p1096,2
c253,p1097,2
c253,p559,1
c253,p2206,1
c253,p393,1
c253,p1151,1
c253,p2224,1
c253,p470,1
c253,p319,1
c253,p396,1
c253,p814,1
c253,p412,1
c253,p734,1
c253,p1728,1
c253,p1134,1
c253,p1135,2
c253,p1261,1
c253,p722,1
c253,p806,1
c253,p311,1
c253,p887,1
c253,p132,1
c253,p2082,1
c253,p1559,1
c253,p572,2
c253,p693,1
c253,p364,1
c253,p170,1
c253,p171,1
c253,p169,1
c253,p7,1
c253,p492,2
c253,p893,1
c253,p1176,1
c253,p131,1
c253,p192,1
c253,p57,1
c253,p574,1
c253,p503,1
c253,p77,1
c253,p998,1
c253,p997,1
c253,p995,1
c253,p1081,1
c253,p837,1
c253,p1217,1
c253,p3,1
c253,p145,3
c253,p761,1
c253,p2307,1
c253,p681,1
c253,p944,1
c253,p764,1
c253,p185,1
c253,p70,1
c253,p267,1
c253,p177,2
c253,p46,1
c253,p150,1
c253,p577,1
c253,p1024,2
c253,p580,1
c253,p579,1
c253,p58,1
c253,p502,1
c253,p1028,3
c253,p592,2
c253,p336,2
c253,p839,2
c253,p1886,2
c253,p1119,3
c253,p884,1
c253,p140,1
c253,p544,2
c253,p4,1
c253,p428,2
c253,p156,2
c253,p100,1
c253,p912,1
c253,p338,1
c253,p1558,2
c253,p1560,2
c253,p945,2
c253,p409,1
c253,p195,1
c253,p280,2
c253,p2058,1
c253,p312,1
c253,p2056,1
c253,p160,1
c253,p379,1
c253,p294,1
c253,p1229,1
c253,p223,1
c253,p422,1
c253,p474,1
c253,p1561,1
c253,p146,3
c253,p810,1
c253,p1853,1
c253,p32,2
c253,p349,2
c253,p137,1
c253,p0,1
c253,p194,1
c253,p1770,2
c254,p3388,1
c254,p923,1
c254,p582,4
c254,p265,1
c254,p159,1
c254,p797,1
c254,p576,1
c254,p432,1
c254,p1865,1
c254,p1709,1
c254,p1178,1
c254,p315,1
c254,p1513,1
c254,p1441,1
c254,p910,1
c254,p440,1
c254,p293,1
c254,p991,1
c254,p1774,1
c254,p1775,1
c254,p794,1
c254,p3462,1
c254,p745,1
c254,p196,1
c254,p548,2
c254,p769,2
c254,p141,1
c254,p143,3
c254,p1106,1
c254,p3678,1
c254,p2344,1
c254,p3170,2
c254,p2705,1
c254,p2757,1
c254,p3031,1
c254,p3007,1
c254,p3006,1
c254,p1328,1
c254,p238,1
c254,p448,1
c254,p297,2
c254,p291,1
c254,p511,1
c254,p1378,1
c254,p2660,1
c254,p2670,1
c254,p2661,1
c254,p2669,2
c254,p3447,1
c254,p385,1
c254,p193,1
c254,p361,1
c254,p483,1
c254,p37,1
c254,p2279,1
c254,p2009,1
c254,p3064,1
c254,p840,1
c254,p1166,1
c254,p734,2
c254,p1728,1
c254,p1135,1
c254,p212,1
c254,p1286,1
c254,p3157,2
c254,p305,1
c254,p863,1
c254,p389,1
c254,p2806,1
c254,p1468,1
c254,p1987,1
c254,p102,1
c254,p103,1
c254,p722,2
c254,p47,2
c254,p3552,1
c254,p3539,1
c254,p3554,1
c254,p3562,1
c254,p3538,2
c254,p3551,1
c254,p3557,1
c254,p2203,2
c254,p1472,1
c254,p1075,1
c254,p249,1
c254,p1986,1
c254,p671,1
c254,p673,2
c254,p350,1
c254,p327,1
c254,p325,1
c254,p326,1
c254,p781,1
c254,p12,1
c254,p356,1
c254,p323,1
c254,p2974,1
c254,p1259,1
c254,p3078,1
c254,p3077,2
c254,p91,1
c254,p572,2
c254,p126,1
c254,p540,1
c254,p529,1
c254,p528,1
c254,p2014,1
c254,p1300,1
c254,p490,1
c254,p383,2
c254,p7,1
c254,p1641,1
c254,p344,1
c254,p134,1
c254,p3465,1
c254,p131,1
c254,p250,1
c254,p221,1
c254,p3438,1
c254,p2810,2
c254,p144,2
c254,p115,1
c254,p917,2
c254,p3268,1
c254,p77,1
c254,p2784,1
c254,p1474,1
c254,p3079,2
c254,p3,1
c254,p3666,1
c254,p3664,1
c254,p3663,1
c254,p3668,1
c254,p3665,1
c254,p2143,1
c254,p2202,3
c254,p36,2
c254,p68,1
c254,p3271,1
c254,p211,1
c254,p1093,1
c254,p1216,1
c254,p1391,1
c254,p1287,1
c254,p1133,2
c254,p596,1
c254,p691,1
c254,p961,1
c254,p869,1
c254,p764,1
c254,p623,1
c254,p3504,1
c254,p3503,1
c254,p3523,1
c254,p1017,1
c254,p2897,1
c254,p1219,1
c254,p932,1
c254,p460,1
c254,p3272,1
c254,p1862,1
c254,p692,1
c254,p446,1
c254,p3184,2
c254,p3463,1
c254,p2209,2
c254,p3019,1
c254,p424,1
c254,p2737,1
c254,p2735,2
c254,p2734,1
c254,p2733,2
c254,p2732,1
c254,p2736,2
c254,p276,2
c254,p142,5
c254,p854,1
c254,p1383,2
c254,p58,2
c254,p1409,1
c254,p3269,1
c254,p2976,1
c254,p3016,1
c254,p2977,1
c254,p430,1
c254,p484,1
c254,p303,1
c254,p304,1
c254,p34,2
c254,p2017,1
c254,p1571,5
c254,p203,1
c254,p195,1
c254,p332,1
c254,p639,1
c254,p980,2
c254,p365,2
c254,p2450,1
c254,p2456,1
c254,p3404,1
c254,p280,2
c254,p263,1
c254,p2087,1
c254,p264,1
c254,p3155,1
c254,p2813,1
c254,p3149,1
c254,p3150,1
c254,p2831,2
c254,p2814,2
c254,p2812,2
c254,p2833,1
c254,p1477,1
c254,p225,1
c254,p1885,1
c254,p1657,1
c254,p3032,1
c254,p151,2
c254,p2975,1
c254,p809,1
c254,p810,1
c254,p120,1
c254,p1853,1
c254,p868,1
c254,p1070,2
c254,p2641,2
c254,p2657,2
c254,p2647,4
c254,p2652,2
c254,p2653,2
c254,p2654,4
c254,p2704,1
c254,p3160,1
c254,p3159,1
c254,p56,1
c254,p3195,1
c254,p110,1
c254,p349,3
c254,p1764,1
c254,p3609,1
c254,p3596,1
c254,p3608,1
c254,p3580,1
c254,p3607,1
c254,p822,1
c254,p821,1
c254,p0,2
c254,p557,1
c254,p786,3
c254,p2434,2
c254,p3340,2
c254,p89,1
c254,p403,1
c254,p2896,1
c255,p1126,1
c255,p317,3
c255,p911,3
c255,p910,3
c255,p440,3
c255,p293,4
c255,p442,2
c255,p1562,1
c255,p645,1
c255,p591,1
c255,p473,1
c255,p1134,1
c255,p1038,1
c255,p1261,2
c255,p757,1
c255,p993,1
c255,p1195,1
c255,p1132,1
c255,p654,1
c255,p2955,2
c255,p2966,1
c255,p1745,1
c255,p917,1
c255,p21,1
c255,p1081,1
c255,p214,1
c255,p3083,1
c255,p145,2
c255,p271,5
c255,p2866,1
c255,p2868,1
c255,p270,2
c255,p122,2
c255,p242,2
c255,p66,3
c255,p240,1
c255,p2668,2
c255,p2873,1
c255,p241,4
c255,p500,1
c255,p669,1
c255,p563,1
c255,p267,1
c255,p46,1
c255,p150,1
c255,p1488,1
c255,p866,1
c255,p852,1
c255,p577,4
c255,p1208,1
c255,p444,1
c255,p2527,1
c255,p1319,1
c255,p428,3
c255,p228,1
c255,p49,1
c255,p1207,1
c255,p263,1
c255,p264,3
c255,p3325,1
c255,p153,2
c255,p154,1
c255,p278,1
c255,p902,1
c255,p55,3
c255,p54,1
c257,p3433,1
c257,p712,1
c257,p1164,1
c257,p643,1
c257,p2096,1
c257,p867,1
c257,p1184,1
c257,p337,1
c257,p71,1
c257,p268,1
c257,p1168,1
c257,p1169,4
c257,p609,1
c257,p3084,1
c257,p1357,1
c257,p695,1
c257,p2221,1
c257,p1582,1
c257,p745,1
c257,p196,1
c257,p176,1
c257,p482,1
c257,p24,1
c257,p1569,2
c257,p3678,1
c257,p16,1
c257,p15,1
c257,p1096,1
c257,p1361,1
c257,p1097,1
c257,p713,1
c257,p386,1
c257,p178,2
c257,p385,2
c257,p319,1
c257,p318,2
c257,p396,2
c257,p136,1
c257,p361,1
c257,p483,1
c257,p613,1
c257,p612,2
c257,p1414,3
c257,p1432,2
c257,p1602,1
c257,p3064,1
c257,p2029,1
c257,p2,2
c257,p392,1
c257,p906,1
c257,p1751,1
c257,p287,3
c257,p1573,1
c257,p2949,1
c257,p1812,1
c257,p20,2
c257,p286,3
c257,p602,1
c257,p863,1
c257,p1105,1
c257,p789,1
c257,p1407,1
c257,p210,1
c257,p382,1
c257,p760,2
c257,p97,2
c257,p892,1
c257,p654,1
c257,p829,1
c257,p1451,1
c257,p416,2
c257,p1583,1
c257,p985,2
c257,p1565,2
c257,p1308,2
c257,p1136,2
c257,p1137,1
c257,p1355,1
c257,p693,1
c257,p383,2
c257,p182,2
c257,p170,2
c257,p3440,2
c257,p171,3
c257,p169,4
c257,p1436,2
c257,p635,1
c257,p1041,1
c257,p128,2
c257,p492,1
c257,p1340,3
c257,p399,3
c257,p3143,1
c257,p445,5
c257,p1176,1
c257,p125,2
c257,p131,1
c257,p3428,1
c257,p998,3
c257,p995,2
c257,p1081,1
c257,p2916,1
c257,p1566,2
c257,p1076,1
c257,p1399,1
c257,p1082,3
c257,p1500,1
c257,p289,1
c257,p500,1
c257,p1092,1
c257,p1093,1
c257,p2635,4
c257,p1252,1
c257,p604,1
c257,p69,1
c257,p435,3
c257,p46,4
c257,p150,3
c257,p1548,1
c257,p199,1
c257,p87,1
c257,p1410,1
c257,p577,1
c257,p979,2
c257,p1568,2
c257,p468,2
c257,p1150,1
c257,p58,1
c257,p4,2
c257,p428,2
c257,p1581,1
c257,p858,1
c257,p156,2
c257,p324,1
c257,p912,1
c257,p339,1
c257,p1564,2
c257,p299,2
c257,p1576,1
c257,p1571,1
c257,p195,2
c257,p332,1
c257,p685,1
c257,p3330,1
c257,p1578,1
c257,p750,1
c257,p280,1
c257,p226,1
c257,p225,1
c257,p3033,1
c257,p1511,2
c257,p3061,1
c257,p283,1
c257,p1577,1
c257,p95,1
c257,p1510,1
c257,p1871,2
c257,p775,2
c257,p1147,4
c257,p914,2
c257,p391,1
c257,p919,2
c257,p3647,1
c257,p1780,2
c257,p804,1
c257,p3687,1
c257,p161,1
c257,p209,2
c257,p3435,1
c257,p32,1
c257,p41,1
c257,p349,1
c257,p423,2
c257,p475,2
c257,p1567,3
c257,p1580,2
c257,p1148,3
c257,p0,2
c257,p1341,2
c257,p162,1
c257,p714,1
c257,p716,1
c257,p3353,2
c257,p3357,2
c257,p23,1
c257,p832,1
c257,p3477,1
c257,p3068,1
c257,p403,1
c257,p98,1
c258,p582,1
c258,p752,1
c258,p3377,1
c258,p1734,1
c258,p129,1
c258,p1350,2
c258,p2313,1
c258,p3768,1
c258,p2589,5
c258,p501,2
c258,p482,1
c258,p3635,1
c258,p3031,1
c258,p3007,1
c258,p360,2
c258,p385,1
c258,p318,1
c258,p1416,1
c258,p1417,1
c258,p473,1
c258,p1602,4
c258,p3769,1
c258,p3712,1
c258,p3235,1
c258,p401,1
c258,p381,1
c258,p585,1
c258,p1472,1
c258,p480,1
c258,p546,2
c258,p673,1
c258,p3299,1
c258,p2309,1
c258,p418,1
c258,p3018,1
c258,p490,1
c258,p503,3
c258,p13,1
c258,p77,1
c258,p271,1
c258,p959,1
c258,p2635,1
c258,p288,1
c258,p3439,2
c258,p3472,1
c258,p558,2
c258,p936,2
c258,p3239,1
c258,p3233,2
c258,p934,1
c258,p935,1
c258,p3238,1
c258,p177,1
c258,p266,1
c258,p3338,1
c258,p623,2
c258,p1685,1
c258,p1606,1
c258,p1862,1
c258,p295,2
c258,p3184,2
c258,p3019,1
c258,p2735,1
c258,p39,1
c258,p941,2
c258,p831,1
c258,p324,3
c258,p430,2
c258,p303,1
c258,p304,1
c258,p3418,1
c258,p3035,1
c258,p3082,1
c258,p3404,2
c258,p3332,1
c258,p1765,1
c258,p2249,1
c258,p1405,1
c258,p1404,1
c258,p1912,1
c258,p2833,2
c258,p1601,1
c258,p153,2
c258,p154,3
c258,p65,1
c258,p938,1
c258,p3249,1
c258,p408,1
c258,p1603,5
c258,p534,1
c258,p3692,1
c258,p282,2
c258,p3622,1
c258,p3535,1
c258,p3203,1
c258,p3353,2
c258,p1015,2
c258,p3025,1
c259,p923,1
c259,p578,1
c259,p797,1
c259,p71,5
c259,p2707,1
c259,p28,6
c259,p26,2
c259,p27,4
c259,p2788,1
c259,p1025,1
c259,p1196,6
c259,p1774,4
c259,p1775,4
c259,p1779,4
c259,p1776,4
c259,p141,1
c259,p64,1
c259,p143,3
c259,p550,2
c259,p677,2
c259,p678,2
c259,p2669,1
c259,p319,1
c259,p136,1
c259,p3235,1
c259,p1112,1
c259,p381,3
c259,p629,1
c259,p2949,2
c259,p20,1
c259,p286,1
c259,p1261,1
c259,p1467,2
c259,p103,6
c259,p993,1
c259,p546,2
c259,p1365,1
c259,p1043,2
c259,p572,1
c259,p243,2
c259,p182,3
c259,p171,3
c259,p169,3
c259,p399,2
c259,p250,1
c259,p2807,2
c259,p31,2
c259,p503,1
c259,p77,4
c259,p60,5
c259,p2867,20
c259,p2987,15
c259,p508,15
c259,p2986,10
c259,p124,35
c259,p631,10
c259,p3389,5
c259,p507,5
c259,p632,5
c259,p75,10
c259,p2815,6
c259,p2411,5
c259,p3041,5
c259,p271,5
c259,p2868,10
c259,p270,10
c259,p2985,10
c259,p66,5
c259,p269,5
c259,p2668,5
c259,p3390,5
c259,p241,10
c259,p2919,1
c259,p3271,1
c259,p896,1
c259,p3239,2
c259,p3233,2
c259,p3238,4
c259,p70,7
c259,p266,3
c259,p2638,1
c259,p435,3
c259,p1219,3
c259,p871,2
c259,p3184,4
c259,p3019,8
c259,p2737,1
c259,p2735,1
c259,p2733,1
c259,p142,2
c259,p502,1
c259,p1016,5
c259,p544,4
c259,p39,4
c259,p3016,1
c259,p3015,1
c259,p3017,1
c259,p133,1
c259,p2456,1
c259,p3326,1
c259,p3035,3
c259,p3330,2
c259,p263,2
c259,p264,1
c259,p3149,1
c259,p2831,1
c259,p3140,4
c259,p1311,2
c259,p294,1
c259,p422,2
c259,p153,1
c259,p285,1
c259,p151,3
c259,p1683,1
c259,p189,1
c259,p940,3
c259,p519,1
c259,p2647,2
c259,p3159,1
c259,p822,1
c259,p820,1
c259,p701,1
c259,p2430,6
c259,p3346,2
c260,p281,2
c260,p2788,1
c260,p1350,1
c260,p277,2
c260,p1173,1
c260,p624,1
c260,p193,2
c260,p1243,2
c260,p1356,1
c260,p1110,2
c260,p456,1
c260,p676,1
c260,p287,1
c260,p286,1
c260,p1627,1
c260,p2806,1
c260,p246,2
c260,p3475,1
c260,p182,2
c260,p170,1
c260,p169,2
c260,p7,2
c260,p3093,1
c260,p192,2
c260,p57,2
c260,p2815,1
c260,p2068,1
c260,p1398,2
c260,p2866,1
c260,p270,1
c260,p514,1
c260,p577,2
c260,p3534,1
c260,p3531,1
c260,p276,2
c260,p156,1
c260,p312,1
c260,p2831,1
c260,p1194,1
c260,p1607,1
c260,p749,1
c260,p487,1
c260,p1853,1
c260,p0,1
c260,p162,1
c260,p898,1
c260,p786,6
c261,p578,1
c261,p576,3
c261,p929,3
c261,p1441,4
c261,p71,2
c261,p670,1
c261,p2102,2
c261,p9,2
c261,p1592,3
c261,p794,1
c261,p2589,3
c261,p1060,3
c261,p1523,2
c261,p677,1
c261,p948,1
c261,p3031,1
c261,p511,1
c261,p2026,3
c261,p73,3
c261,p2869,5
c261,p38,6
c261,p620,1
c261,p2864,5
c261,p385,2
c261,p37,5
c261,p1619,1
c261,p1728,1
c261,p1271,2
c261,p1135,1
c261,p155,2
c261,p305,8
c261,p3216,1
c261,p3212,1
c261,p3214,1
c261,p3211,1
c261,p3213,1
c261,p103,1
c261,p1195,2
c261,p1132,1
c261,p210,1
c261,p673,2
c261,p672,2
c261,p838,1
c261,p1502,1
c261,p490,4
c261,p364,5
c261,p503,1
c261,p77,1
c261,p2865,5
c261,p2987,5
c261,p119,6
c261,p508,6
c261,p124,1
c261,p2685,1
c261,p907,1
c261,p631,1
c261,p634,1
c261,p2988,5
c261,p507,1
c261,p80,1
c261,p75,1
c261,p452,1
c261,p3083,2
c261,p682,1
c261,p2866,5
c261,p2868,5
c261,p270,5
c261,p2985,5
c261,p122,6
c261,p66,1
c261,p240,5
c261,p2873,5
c261,p241,5
c261,p1655,1
c261,p1029,2
c261,p1746,3
c261,p1133,1
c261,p279,3
c261,p298,2
c261,p514,3
c261,p69,2
c261,p362,2
c261,p177,4
c261,p46,2
c261,p150,2
c261,p1606,1
c261,p3046,1
c261,p3023,2
c261,p3030,2
c261,p3048,2
c261,p866,1
c261,p1146,1
c261,p87,1
c261,p2200,5
c261,p1862,4
c261,p1208,1
c261,p552,1
c261,p553,1
c261,p372,1
c261,p581,1
c261,p579,1
c261,p2737,1
c261,p2734,1
c261,p2733,1
c261,p2736,1
c261,p276,1
c261,p502,2
c261,p756,3
c261,p2213,2
c261,p1028,2
c261,p592,2
c261,p1016,6
c261,p186,1
c261,p865,1
c261,p461,1
c261,p1010,1
c261,p1294,1
c261,p839,1
c261,p1027,1
c261,p1121,1
c261,p1886,2
