cid,pid,rank
c1229,p3155,14
c1229,p580,15
c1229,p2313,16
c1229,p271,17
c1229,p344,18
c1229,p3428,19
c1229,p3019,20
c123,p0,1
c123,p1219,2
c123,p124,3
c123,p2975,4
c123,p2058,5
c123,p9,6
c123,p46,7
c123,p66,8
c123,p604,9
c123,p134,10
c123,p21,11
c123,p77,12
c123,p240,13
c123,p3155,14
c123,p270,15
c123,p78,16
c123,p580,17
c123,p2313,18
c123,p242,19
c123,p271,20
c1230,p428,1
c1230,p0,2
c1230,p1219,3
c1230,p124,4
c1230,p177,5
c1230,p2058,6
c1230,p9,7
c1230,p66,8
c1230,p604,9
c1230,p134,10
c1230,p21,11
c1230,p240,12
c1230,p3155,13
c1230,p270,14
c1230,p78,15
c1230,p580,16
c1230,p242,17
c1230,p271,18
c1230,p344,19
c1230,p150,20
c1231,p0,1
c1231,p1219,2
c1231,p124,3
c1231,p177,4
c1231,p2975,5
c1231,p2058,6
c1231,p9,7
c1231,p66,8
c1231,p604,9
c1231,p21,10
c1231,p77,11
c1231,p240,12
c1231,p3155,13
c1231,p270,14
c1231,p78,15
c1231,p580,16
c1231,p2313,17
c1231,p242,18
c1231,p271,19
c1231,p344,20
c1232,p428,1
c1232,p0,2
c1232,p177,3
c1232,p2058,4
c1232,p9,5
c1232,p46,6
c1232,p66,7
c1232,p604,8
c1232,p134,9
c1232,p77,10
c1232,p240,11
c1232,p3155,12
c1232,p270,13
c1232,p78,14
c1232,p580,15
c1232,p2313,16
c1232,p271,17
c1232,p344,18
c1232,p150,19
c1232,p3428,20
c1233,p428,1
c1233,p0,2
c1233,p1219,3
c1233,p177,4
c1233,p2975,5
c1233,p2058,6
c1233,p9,7
c1233,p46,8
c1233,p134,9
c1233,p240,10
c1233,p3155,11
c1233,p270,12
c1233,p78,13
c1233,p580,14
c1233,p2313,15
c1233,p271,16
c1233,p344,17
c1233,p150,18
c1233,p3428,19
c1233,p3019,20
c1234,p428,1
c1234,p0,2
c1234,p1219,3
c1234,p177,4
c1234,p2975,5
c1234,p2058,6
c1234,p66,7
c1234,p604,8
c1234,p134,9
c1234,p21,10
c1234,p77,11
c1234,p240,12
c1234,p3155,13
c1234,p270,14
c1234,p78,15
c1234,p580,16
c1234,p2313,17
c1234,p242,18
c1234,p271,19
c1234,p344,20
c1235,p428,1
c1235,p0,2
c1235,p1219,3
c1235,p124,4
c1235,p177,5
c1235,p2975,6
c1235,p2058,7
c1235,p46,8
c1235,p66,9
c1235,p604,10
c1235,p134,11
c1235,p21,12
c1235,p77,13
c1235,p240,14
c1235,p270,15
c1235,p78,16
c1235,p580,17
c1235,p2313,18
c1235,p242,19
c1235,p271,20
c1236,p1219,1
c1236,p124,2
c1236,p177,3
c1236,p2975,4
c1236,p2058,5
c1236,p9,6
c1236,p46,7
c1236,p66,8
c1236,p604,9
c1236,p134,10
c1236,p21,11
c1236,p77,12
c1236,p240,13
c1236,p3155,14
c1236,p270,15
c1236,p78,16
c1236,p580,17
c1236,p2313,18
c1236,p242,19
c1236,p271,20
c1237,p428,1
c1237,p0,2
c1237,p1219,3
c1237,p124,4
c1237,p177,5
c1237,p2975,6
c1237,p2058,7
c1237,p9,8
c1237,p46,9
c1237,p66,10
c1237,p604,11
c1237,p134,12
c1237,p21,13
c1237,p77,14
c1237,p78,15
c1237,p580,16
c1237,p2313,17
c1237,p271,18
c1237,p344,19
c1237,p150,20
c1238,p428,1
c1238,p0,2
c1238,p1219,3
c1238,p124,4
c1238,p177,5
c1238,p2975,6
c1238,p2058,7
c1238,p46,8
c1238,p66,9
c1238,p604,10
c1238,p134,11
c1238,p21,12
c1238,p77,13
c1238,p240,14
c1238,p3155,15
c1238,p270,16
c1238,p78,17
c1238,p580,18
c1238,p2313,19
c1238,p242,20
c1239,p428,1
c1239,p0,2
c1239,p1219,3
c1239,p124,4
c1239,p177,5
c1239,p2975,6
c1239,p2058,7
c1239,p9,8
c1239,p46,9
c1239,p66,10
c1239,p604,11
c1239,p134,12
c1239,p21,13
c1239,p77,14
c1239,p240,15
c1239,p3155,16
c1239,p270,17
c1239,p78,18
c1239,p580,19
c1239,p2313,20
c124,p428,1
c124,p0,2
c124,p1219,3
c124,p124,4
c124,p177,5
c124,p2975,6
c124,p2058,7
c124,p9,8
c124,p66,9
c124,p604,10
c124,p134,11
c124,p77,12
c124,p240,13
c124,p3155,14
c124,p270,15
c124,p78,16
c124,p580,17
c124,p2313,18
c124,p242,19
c124,p271,20
c1240,p428,1
c1240,p0,2
c1240,p1219,3
c1240,p124,4
c1240,p177,5
c1240,p2975,6
c1240,p2058,7
c1240,p9,8
c1240,p46,9
c1240,p66,10
c1240,p604,11
c1240,p134,12
c1240,p77,13
c1240,p240,14
c1240,p270,15
c1240,p580,16
c1240,p2313,17
c1240,p242,18
c1240,p271,19
c1240,p344,20
c1242,p428,1
c1242,p0,2
c1242,p1219,3
c1242,p124,4
c1242,p177,5
c1242,p2975,6
c1242,p2058,7
c1242,p9,8
c1242,p46,9
c1242,p66,10
c1242,p604,11
c1242,p21,12
c1242,p77,13
c1242,p240,14
c1242,p3155,15
c1242,p270,16
c1242,p78,17
c1242,p580,18
c1242,p2313,19
c1242,p242,20
c1243,p428,1
c1243,p0,2
c1243,p1219,3
c1243,p124,4
c1243,p2975,5
c1243,p2058,6
c1243,p9,7
c1243,p46,8
c1243,p66,9
c1243,p604,10
c1243,p134,11
c1243,p21,12
c1243,p77,13
c1243,p3155,14
c1243,p78,15
c1243,p580,16
c1243,p2313,17
c1243,p344,18
c1243,p150,19
c1243,p3428,20
c1244,p428,1
c1244,p0,2
c1244,p1219,3
c1244,p2975,4
c1244,p2058,5
c1244,p9,6
c1244,p46,7
c1244,p604,8
c1244,p134,9
c1244,p21,10
c1244,p77,11
c1244,p240,12
c1244,p3155,13
c1244,p270,14
c1244,p78,15
c1244,p580,16
c1244,p2313,17
c1244,p242,18
c1244,p271,19
c1244,p344,20
c1245,p428,1
c1245,p1219,2
c1245,p124,3
c1245,p177,4
c1245,p2975,5
c1245,p2058,6
c1245,p9,7
c1245,p46,8
c1245,p66,9
c1245,p604,10
c1245,p21,11
c1245,p77,12
c1245,p240,13
c1245,p3155,14
c1245,p270,15
c1245,p78,16
c1245,p580,17
c1245,p2313,18
c1245,p242,19
c1245,p271,20
c1246,p0,1
c1246,p1219,2
c1246,p124,3
c1246,p177,4
c1246,p2975,5
c1246,p2058,6
c1246,p9,7
c1246,p46,8
c1246,p66,9
c1246,p604,10
c1246,p134,11
c1246,p21,12
c1246,p77,13
c1246,p240,14
c1246,p3155,15
c1246,p270,16
c1246,p78,17
c1246,p580,18
c1246,p2313,19
c1246,p242,20
c1247,p428,1
c1247,p0,2
c1247,p124,3
c1247,p177,4
c1247,p2058,5
c1247,p9,6
c1247,p46,7
c1247,p66,8
c1247,p604,9
c1247,p134,10
c1247,p21,11
c1247,p77,12
c1247,p240,13
c1247,p3155,14
c1247,p270,15
c1247,p78,16
c1247,p580,17
c1247,p2313,18
c1247,p242,19
c1247,p271,20
c1249,p0,1
c1249,p1219,2
c1249,p124,3
c1249,p177,4
c1249,p2058,5
c1249,p9,6
c1249,p46,7
c1249,p66,8
c1249,p604,9
c1249,p134,10
c1249,p21,11
c1249,p77,12
c1249,p240,13
c1249,p270,14
c1249,p78,15
c1249,p580,16
c1249,p242,17
c1249,p271,18
c1249,p344,19
c1249,p150,20
c125,p1219,1
c125,p2975,2
c125,p2058,3
c125,p9,4
c125,p46,5
c125,p66,6
c125,p604,7
c125,p134,8
c125,p21,9
c125,p78,10
c125,p580,11
c125,p2313,12
c125,p271,13
c125,p344,14
c125,p150,15
c125,p3019,16
c125,p349,17
c125,p54,18
c125,p2868,19
c125,p2668,20
c1250,p428,1
c1250,p0,2
c1250,p1219,3
c1250,p124,4
c1250,p177,5
c1250,p2975,6
c1250,p2058,7
c1250,p9,8
c1250,p46,9
c1250,p66,10
c1250,p604,11
c1250,p134,12
c1250,p21,13
c1250,p77,14
c1250,p240,15
c1250,p3155,16
c1250,p270,17
c1250,p78,18
c1250,p580,19
c1250,p2313,20
c1251,p428,1
c1251,p0,2
c1251,p1219,3
c1251,p124,4
c1251,p2975,5
c1251,p2058,6
c1251,p46,7
c1251,p66,8
c1251,p21,9
c1251,p77,10
c1251,p240,11
c1251,p3155,12
c1251,p270,13
c1251,p580,14
c1251,p2313,15
c1251,p242,16
c1251,p271,17
c1251,p3428,18
c1251,p3019,19
c1251,p2640,20
c1252,p428,1
c1252,p0,2
c1252,p1219,3
c1252,p124,4
c1252,p177,5
c1252,p2975,6
c1252,p2058,7
c1252,p46,8
c1252,p66,9
c1252,p21,10
c1252,p77,11
c1252,p240,12
c1252,p3155,13
c1252,p270,14
c1252,p78,15
c1252,p580,16
c1252,p2313,17
c1252,p242,18
c1252,p271,19
c1252,p344,20
c1253,p428,1
c1253,p0,2
c1253,p1219,3
c1253,p124,4
c1253,p177,5
c1253,p2975,6
c1253,p2058,7
c1253,p46,8
c1253,p66,9
c1253,p604,10
c1253,p134,11
c1253,p21,12
c1253,p77,13
c1253,p240,14
c1253,p3155,15
c1253,p270,16
c1253,p78,17
c1253,p580,18
c1253,p2313,19
c1253,p242,20
c1254,p0,1
c1254,p124,2
c1254,p177,3
c1254,p2975,4
c1254,p2058,5
c1254,p9,6
c1254,p46,7
c1254,p66,8
c1254,p21,9
c1254,p77,10
c1254,p240,11
c1254,p270,12
c1254,p78,13
c1254,p580,14
c1254,p2313,15
c1254,p242,16
c1254,p271,17
c1254,p344,18
c1254,p150,19
c1254,p3428,20
c1255,p428,1
c1255,p1219,2
c1255,p124,3
c1255,p177,4
c1255,p2975,5
c1255,p9,6
c1255,p46,7
c1255,p604,8
c1255,p134,9
c1255,p240,10
c1255,p78,11
c1255,p580,12
c1255,p2313,13
c1255,p271,14
c1255,p344,15
c1255,p150,16
c1255,p3428,17
c1255,p54,18
c1255,p2668,19
c1255,p153,20
c1256,p0,1
c1256,p124,2
c1256,p177,3
c1256,p2975,4
c1256,p2058,5
c1256,p9,6
c1256,p46,7
c1256,p604,8
c1256,p134,9
c1256,p21,10
c1256,p77,11
c1256,p78,12
c1256,p580,13
c1256,p242,14
c1256,p271,15
c1256,p344,16
c1256,p150,17
c1256,p3428,18
c1256,p3019,19
c1256,p2640,20
c1257,p0,1
c1257,p124,2
c1257,p177,3
c1257,p2975,4
c1257,p9,5
c1257,p604,6
c1257,p21,7
c1257,p3155,8
c1257,p270,9
c1257,p78,10
c1257,p242,11
c1257,p344,12
c1257,p2640,13
c1257,p54,14
c1257,p2668,15
c1257,p153,16
c1257,p2057,17
c1257,p71,18
c1257,p324,19
c1257,p27,20
c1259,p0,1
c1259,p1219,2
c1259,p124,3
c1259,p2975,4
c1259,p2058,5
c1259,p9,6
c1259,p46,7
c1259,p66,8
c1259,p604,9
c1259,p134,10
c1259,p77,11
c1259,p3155,12
c1259,p270,13
c1259,p78,14
c1259,p580,15
c1259,p2313,16
c1259,p242,17
c1259,p344,18
c1259,p3428,19
c1259,p2640,20
c126,p0,1
c126,p124,2
c126,p177,3
c126,p2975,4
c126,p2058,5
c126,p46,6
c126,p66,7
c126,p604,8
c126,p134,9
c126,p21,10
c126,p77,11
c126,p240,12
c126,p3155,13
c126,p78,14
c126,p580,15
c126,p2313,16
c126,p242,17
c126,p271,18
c126,p344,19
c126,p150,20
c1260,p428,1
c1260,p0,2
c1260,p1219,3
c1260,p124,4
c1260,p177,5
c1260,p2975,6
c1260,p2058,7
c1260,p46,8
c1260,p66,9
c1260,p604,10
c1260,p21,11
c1260,p77,12
c1260,p240,13
c1260,p3155,14
c1260,p270,15
c1260,p78,16
c1260,p580,17
c1260,p2313,18
c1260,p242,19
c1260,p271,20
c1261,p0,1
c1261,p1219,2
c1261,p124,3
c1261,p177,4
c1261,p2975,5
c1261,p9,6
c1261,p46,7
c1261,p66,8
c1261,p604,9
c1261,p134,10
c1261,p21,11
c1261,p77,12
c1261,p240,13
c1261,p3155,14
c1261,p270,15
c1261,p78,16
c1261,p580,17
c1261,p2313,18
c1261,p242,19
c1261,p271,20
c1263,p0,1
c1263,p1219,2
c1263,p124,3
c1263,p177,4
c1263,p2975,5
c1263,p2058,6
c1263,p9,7
c1263,p46,8
c1263,p66,9
c1263,p604,10
c1263,p134,11
c1263,p21,12
c1263,p77,13
c1263,p240,14
c1263,p3155,15
c1263,p270,16
c1263,p78,17
c1263,p2313,18
c1263,p242,19
c1263,p271,20
c1264,p0,1
c1264,p1219,2
c1264,p124,3
c1264,p177,4
c1264,p2975,5
c1264,p2058,6
c1264,p9,7
c1264,p46,8
c1264,p604,9
c1264,p134,10
c1264,p21,11
c1264,p77,12
c1264,p240,13
c1264,p3155,14
c1264,p78,15
c1264,p580,16
c1264,p2313,17
c1264,p242,18
c1264,p271,19
c1264,p344,20
c1265,p428,1
c1265,p1219,2
c1265,p124,3
c1265,p177,4
c1265,p2975,5
c1265,p2058,6
c1265,p9,7
c1265,p46,8
c1265,p66,9
c1265,p604,10
c1265,p134,11
c1265,p21,12
c1265,p240,13
c1265,p3155,14
c1265,p270,15
c1265,p78,16
c1265,p580,17
c1265,p2313,18
c1265,p242,19
c1265,p271,20
c1266,p428,1
c1266,p0,2
c1266,p1219,3
c1266,p177,4
c1266,p2975,5
c1266,p2058,6
c1266,p9,7
c1266,p46,8
c1266,p66,9
c1266,p604,10
c1266,p134,11
c1266,p21,12
c1266,p77,13
c1266,p240,14
c1266,p3155,15
c1266,p270,16
c1266,p78,17
c1266,p580,18
c1266,p2313,19
c1266,p271,20
c1267,p428,1
c1267,p124,2
c1267,p2975,3
c1267,p2058,4
c1267,p46,5
c1267,p66,6
c1267,p604,7
c1267,p134,8
c1267,p21,9
c1267,p77,10
c1267,p240,11
c1267,p3155,12
c1267,p78,13
c1267,p580,14
c1267,p2313,15
c1267,p344,16
c1267,p150,17
c1267,p3428,18
c1267,p3019,19
c1267,p2640,20
c1268,p0,1
c1268,p1219,2
c1268,p124,3
c1268,p177,4
c1268,p9,5
c1268,p46,6
c1268,p66,7
c1268,p604,8
c1268,p134,9
c1268,p240,10
c1268,p270,11
c1268,p78,12
c1268,p2313,13
c1268,p242,14
c1268,p271,15
c1268,p344,16
c1268,p150,17
c1268,p3428,18
c1268,p3019,19
c1268,p349,20
c1269,p428,1
c1269,p0,2
c1269,p124,3
c1269,p177,4
c1269,p2058,5
c1269,p9,6
c1269,p46,7
c1269,p66,8
c1269,p604,9
c1269,p134,10
c1269,p21,11
c1269,p77,12
c1269,p240,13
c1269,p3155,14
c1269,p270,15
c1269,p78,16
c1269,p580,17
c1269,p2313,18
c1269,p242,19
c1269,p271,20
c127,p428,1
c127,p1219,2
c127,p124,3
c127,p177,4
c127,p2975,5
c127,p2058,6
c127,p9,7
c127,p46,8
c127,p66,9
c127,p604,10
c127,p21,11
c127,p77,12
c127,p240,13
c127,p3155,14
c127,p270,15
c127,p78,16
c127,p580,17
c127,p2313,18
c127,p242,19
c127,p271,20
c1272,p0,1
c1272,p1219,2
c1272,p124,3
c1272,p177,4
c1272,p2975,5
c1272,p2058,6
c1272,p46,7
c1272,p604,8
c1272,p134,9
c1272,p21,10
c1272,p77,11
c1272,p3155,12
c1272,p270,13
c1272,p78,14
c1272,p580,15
c1272,p2313,16
c1272,p242,17
c1272,p344,18
c1272,p150,19
c1272,p3428,20
c1273,p428,1
c1273,p0,2
c1273,p1219,3
c1273,p124,4
c1273,p2975,5
c1273,p2058,6
c1273,p9,7
c1273,p66,8
c1273,p604,9
c1273,p134,10
c1273,p21,11
c1273,p240,12
c1273,p3155,13
c1273,p270,14
c1273,p78,15
c1273,p580,16
c1273,p2313,17
c1273,p242,18
c1273,p271,19
c1273,p344,20
c1274,p428,1
c1274,p1219,2
c1274,p124,3
c1274,p2975,4
c1274,p9,5
c1274,p46,6
c1274,p66,7
c1274,p604,8
c1274,p134,9
c1274,p240,10
c1274,p270,11
c1274,p2313,12
c1274,p242,13
c1274,p271,14
c1274,p344,15
c1274,p150,16
c1274,p3428,17
c1274,p3019,18
c1274,p2640,19
c1274,p349,20
c1275,p428,1
c1275,p0,2
c1275,p1219,3
c1275,p124,4
c1275,p177,5
c1275,p2975,6
c1275,p2058,7
c1275,p9,8
c1275,p46,9
c1275,p66,10
c1275,p604,11
c1275,p134,12
c1275,p21,13
c1275,p77,14
c1275,p240,15
c1275,p3155,16
c1275,p270,17
c1275,p78,18
c1275,p580,19
c1275,p2313,20
c1276,p0,1
c1276,p1219,2
c1276,p124,3
c1276,p177,4
c1276,p2975,5
c1276,p2058,6
c1276,p46,7
c1276,p66,8
c1276,p604,9
c1276,p134,10
c1276,p21,11
c1276,p77,12
c1276,p240,13
c1276,p3155,14
c1276,p270,15
c1276,p78,16
c1276,p580,17
c1276,p2313,18
c1276,p242,19
c1276,p271,20
c1278,p428,1
c1278,p1219,2
c1278,p124,3
c1278,p177,4
c1278,p2058,5
c1278,p9,6
c1278,p46,7
c1278,p66,8
c1278,p21,9
c1278,p77,10
c1278,p3155,11
c1278,p270,12
c1278,p78,13
c1278,p580,14
c1278,p2313,15
c1278,p271,16
c1278,p344,17
c1278,p150,18
c1278,p3428,19
c1278,p3019,20
c1279,p428,1
c1279,p0,2
c1279,p1219,3
c1279,p2975,4
c1279,p9,5
c1279,p604,6
c1279,p134,7
c1279,p240,8
c1279,p3155,9
c1279,p270,10
c1279,p78,11
c1279,p2313,12
c1279,p242,13
c1279,p271,14
c1279,p344,15
c1279,p150,16
c1279,p3019,17
c1279,p349,18
c1279,p54,19
c1279,p2868,20
c128,p428,1
c128,p0,2
c128,p1219,3
c128,p124,4
c128,p177,5
c128,p2975,6
c128,p9,7
c128,p46,8
c128,p66,9
c128,p604,10
c128,p134,11
c128,p21,12
c128,p77,13
c128,p240,14
c128,p3155,15
c128,p270,16
c128,p78,17
c128,p580,18
c128,p2313,19
c128,p242,20
c1280,p428,1
c1280,p0,2
c1280,p1219,3
c1280,p124,4
c1280,p177,5
c1280,p2975,6
c1280,p2058,7
c1280,p9,8
c1280,p46,9
c1280,p66,10
c1280,p604,11
c1280,p134,12
c1280,p21,13
c1280,p77,14
c1280,p240,15
c1280,p3155,16
c1280,p270,17
c1280,p78,18
c1280,p580,19
c1280,p2313,20
c1281,p428,1
c1281,p0,2
c1281,p124,3
c1281,p177,4
c1281,p2058,5
c1281,p9,6
c1281,p46,7
c1281,p66,8
c1281,p604,9
c1281,p21,10
c1281,p77,11
c1281,p240,12
c1281,p3155,13
c1281,p270,14
c1281,p78,15
c1281,p580,16
c1281,p2313,17
c1281,p242,18
c1281,p271,19
c1281,p344,20
c1282,p0,1
c1282,p1219,2
c1282,p124,3
c1282,p177,4
c1282,p2975,5
c1282,p2058,6
c1282,p9,7
c1282,p46,8
c1282,p66,9
c1282,p604,10
c1282,p134,11
c1282,p21,12
c1282,p77,13
c1282,p240,14
c1282,p3155,15
c1282,p270,16
c1282,p78,17
c1282,p580,18
c1282,p2313,19
c1282,p242,20
c1283,p428,1
c1283,p0,2
c1283,p1219,3
c1283,p124,4
c1283,p177,5
c1283,p2975,6
c1283,p2058,7
c1283,p9,8
c1283,p46,9
c1283,p66,10
c1283,p604,11
c1283,p134,12
c1283,p21,13
c1283,p77,14
c1283,p240,15
c1283,p3155,16
c1283,p270,17
c1283,p78,18
c1283,p580,19
c1283,p2313,20
c1284,p428,1
c1284,p0,2
c1284,p1219,3
c1284,p177,4
c1284,p2975,5
c1284,p2058,6
c1284,p9,7
c1284,p46,8
c1284,p604,9
c1284,p134,10
c1284,p21,11
c1284,p77,12
c1284,p3155,13
c1284,p270,14
c1284,p78,15
c1284,p580,16
c1284,p2313,17
c1284,p271,18
c1284,p344,19
c1284,p150,20
c1285,p428,1
c1285,p0,2
c1285,p1219,3
c1285,p177,4
c1285,p2975,5
c1285,p2058,6
c1285,p9,7
c1285,p66,8
c1285,p604,9
c1285,p134,10
c1285,p21,11
c1285,p77,12
c1285,p240,13
c1285,p3155,14
c1285,p270,15
c1285,p78,16
c1285,p580,17
c1285,p2313,18
c1285,p242,19
c1285,p271,20
c1286,p428,1
c1286,p1219,2
c1286,p124,3
c1286,p177,4
c1286,p2975,5
c1286,p9,6
c1286,p46,7
c1286,p66,8
c1286,p134,9
c1286,p21,10
c1286,p77,11
c1286,p240,12
c1286,p3155,13
c1286,p270,14
c1286,p78,15
c1286,p580,16
c1286,p2313,17
c1286,p242,18
c1286,p271,19
c1286,p344,20
c1287,p428,1
c1287,p0,2
c1287,p1219,3
c1287,p124,4
c1287,p177,5
c1287,p2058,6
c1287,p9,7
c1287,p46,8
c1287,p66,9
c1287,p604,10
c1287,p134,11
c1287,p21,12
c1287,p77,13
c1287,p240,14
c1287,p3155,15
c1287,p270,16
c1287,p78,17
c1287,p580,18
c1287,p2313,19
c1287,p242,20
c1289,p428,1
c1289,p0,2
c1289,p1219,3
c1289,p124,4
c1289,p177,5
c1289,p2975,6
c1289,p2058,7
c1289,p9,8
c1289,p46,9
c1289,p604,10
c1289,p134,11
c1289,p240,12
c1289,p3155,13
c1289,p270,14
c1289,p78,15
c1289,p2313,16
c1289,p271,17
c1289,p344,18
c1289,p150,19
c1289,p3019,20
c129,p428,1
c129,p0,2
c129,p1219,3
c129,p177,4
c129,p2975,5
c129,p2058,6
c129,p9,7
c129,p46,8
c129,p604,9
c129,p21,10
c129,p77,11
c129,p3155,12
c129,p78,13
c129,p580,14
c129,p2313,15
c129,p242,16
c129,p344,17
c129,p150,18
c129,p3019,19
c129,p2640,20
c1290,p0,1
c1290,p124,2
c1290,p177,3
c1290,p2058,4
c1290,p9,5
c1290,p46,6
c1290,p66,7
c1290,p604,8
c1290,p134,9
c1290,p21,10
c1290,p77,11
c1290,p240,12
c1290,p3155,13
c1290,p270,14
c1290,p78,15
c1290,p580,16
c1290,p2313,17
c1290,p242,18
c1290,p271,19
c1290,p344,20
c1291,p0,1
c1291,p1219,2
c1291,p124,3
c1291,p9,4
c1291,p66,5
c1291,p604,6
c1291,p134,7
c1291,p3155,8
c1291,p270,9
c1291,p580,10
c1291,p242,11
c1291,p271,12
c1291,p344,13
c1291,p150,14
c1291,p3428,15
c1291,p3019,16
c1291,p54,17
c1291,p2868,18
c1291,p2668,19
c1291,p2057,20
c1292,p428,1
c1292,p0,2
c1292,p1219,3
c1292,p124,4
c1292,p2975,5
c1292,p2058,6
c1292,p9,7
c1292,p46,8
c1292,p66,9
c1292,p604,10
c1292,p134,11
c1292,p240,12
c1292,p3155,13
c1292,p270,14
c1292,p78,15
c1292,p580,16
c1292,p2313,17
c1292,p242,18
c1292,p271,19
c1292,p150,20
c1293,p428,1
c1293,p0,2
c1293,p1219,3
c1293,p124,4
c1293,p177,5
c1293,p2975,6
c1293,p2058,7
c1293,p9,8
c1293,p46,9
c1293,p66,10
c1293,p604,11
c1293,p134,12
c1293,p21,13
c1293,p240,14
c1293,p3155,15
c1293,p270,16
c1293,p78,17
c1293,p580,18
c1293,p2313,19
c1293,p242,20
c1294,p0,1
c1294,p1219,2
c1294,p124,3
c1294,p177,4
c1294,p2975,5
c1294,p2058,6
c1294,p9,7
c1294,p46,8
c1294,p66,9
c1294,p604,10
c1294,p134,11
c1294,p21,12
c1294,p77,13
c1294,p240,14
c1294,p3155,15
c1294,p270,16
c1294,p78,17
c1294,p580,18
c1294,p2313,19
c1294,p242,20
c1296,p428,1
c1296,p0,2
c1296,p1219,3
c1296,p124,4
c1296,p177,5
c1296,p2975,6
c1296,p2058,7
c1296,p9,8
c1296,p46,9
c1296,p66,10
c1296,p604,11
c1296,p134,12
c1296,p21,13
c1296,p77,14
c1296,p240,15
c1296,p3155,16
c1296,p270,17
c1296,p78,18
c1296,p580,19
c1296,p2313,20
c1297,p428,1
c1297,p0,2
c1297,p1219,3
c1297,p124,4
c1297,p177,5
c1297,p2975,6
c1297,p2058,7
c1297,p9,8
c1297,p46,9
c1297,p134,10
c1297,p240,11
c1297,p3155,12
c1297,p270,13
c1297,p78,14
c1297,p2313,15
c1297,p242,16
c1297,p344,17
c1297,p150,18
c1297,p3428,19
c1297,p3019,20
c1299,p428,1
c1299,p0,2
c1299,p1219,3
c1299,p124,4
c1299,p177,5
c1299,p2975,6
c1299,p2058,7
c1299,p9,8
c1299,p46,9
c1299,p604,10
c1299,p134,11
c1299,p21,12
c1299,p77,13
c1299,p3155,14
c1299,p78,15
c1299,p580,16
c1299,p2313,17
c1299,p242,18
c1299,p271,19
c1299,p344,20
c13,p0,1
c13,p1219,2
c13,p177,3
c13,p2058,4
c13,p9,5
c13,p46,6
c13,p604,7
c13,p134,8
c13,p21,9
c13,p77,10
c13,p270,11
c13,p78,12
c13,p580,13
c13,p242,14
c13,p271,15
c13,p344,16
c13,p150,17
c13,p2640,18
c13,p349,19
c13,p54,20
c130,p428,1
c130,p0,2
c130,p1219,3
c130,p124,4
c130,p177,5
c130,p2975,6
c130,p2058,7
c130,p9,8
c130,p46,9
c130,p66,10
c130,p604,11
c130,p134,12
c130,p21,13
c130,p240,14
c130,p3155,15
c130,p270,16
c130,p78,17
c130,p580,18
c130,p2313,19
c130,p242,20
c1300,p428,1
c1300,p0,2
c1300,p1219,3
c1300,p124,4
c1300,p177,5
c1300,p2975,6
c1300,p9,7
c1300,p46,8
c1300,p66,9
c1300,p604,10
c1300,p134,11
c1300,p240,12
c1300,p3155,13
c1300,p270,14
c1300,p78,15
c1300,p580,16
c1300,p2313,17
c1300,p242,18
c1300,p271,19
c1300,p344,20
c1301,p428,1
c1301,p0,2
c1301,p1219,3
c1301,p124,4
c1301,p177,5
c1301,p2975,6
c1301,p2058,7
c1301,p9,8
c1301,p46,9
c1301,p66,10
c1301,p604,11
c1301,p134,12
c1301,p21,13
c1301,p77,14
c1301,p240,15
c1301,p3155,16
c1301,p270,17
c1301,p78,18
c1301,p580,19
c1301,p2313,20
c1302,p428,1
c1302,p0,2
c1302,p1219,3
c1302,p124,4
c1302,p177,5
c1302,p2975,6
c1302,p2058,7
c1302,p9,8
c1302,p46,9
c1302,p66,10
c1302,p604,11
c1302,p21,12
c1302,p77,13
c1302,p240,14
c1302,p3155,15
c1302,p270,16
c1302,p78,17
c1302,p580,18
c1302,p2313,19
c1302,p242,20
c1303,p428,1
c1303,p0,2
c1303,p1219,3
c1303,p124,4
c1303,p2975,5
c1303,p46,6
c1303,p66,7
c1303,p604,8
c1303,p134,9
c1303,p21,10
c1303,p77,11
c1303,p240,12
c1303,p3155,13
c1303,p270,14
c1303,p78,15
c1303,p580,16
c1303,p2313,17
c1303,p242,18
c1303,p271,19
c1303,p344,20
c1304,p124,1
c1304,p177,2
c1304,p2058,3
c1304,p9,4
c1304,p66,5
c1304,p604,6
c1304,p134,7
c1304,p240,8
c1304,p270,9
c1304,p78,10
c1304,p580,11
c1304,p242,12
c1304,p271,13
c1304,p344,14
c1304,p3428,15
c1304,p3019,16
c1304,p349,17
c1304,p2668,18
c1304,p153,19
c1304,p2057,20
c1305,p428,1
c1305,p0,2
c1305,p1219,3
c1305,p124,4
c1305,p2975,5
c1305,p2058,6
c1305,p9,7
c1305,p46,8
c1305,p66,9
c1305,p604,10
c1305,p134,11
c1305,p21,12
c1305,p77,13
c1305,p240,14
c1305,p3155,15
c1305,p270,16
c1305,p78,17
c1305,p580,18
c1305,p2313,19
c1305,p242,20
c1306,p428,1
c1306,p0,2
c1306,p124,3
c1306,p177,4
c1306,p2975,5
c1306,p2058,6
c1306,p9,7
c1306,p66,8
c1306,p604,9
c1306,p134,10
c1306,p21,11
c1306,p77,12
c1306,p240,13
c1306,p3155,14
c1306,p270,15
c1306,p78,16
c1306,p580,17
c1306,p2313,18
c1306,p242,19
c1306,p271,20
c1307,p0,1
c1307,p1219,2
c1307,p124,3
c1307,p177,4
c1307,p2975,5
